Congress,bill_number,bill_type,action,main_action,object,member_id
116,3351,hr,"H.Amdt.502 Amendment (A019) offered by Mr. Malinowski. (consideration: CR H5188 , H5193-5194 ; text: CR H5188 )",house amendment offered,amendment,1160
116,3351,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Kim amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Mr. Kim demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,1245
116,3351,hr,"H.Amdt.501 Amendment (A018) offered by Mr. Kim. (consideration: CR H5188 , H5193 ; text: CR H5188 )",house amendment offered,amendment,1245
116,3351,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Dean amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Ms. Dean demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,751
116,3351,hr,"H.Amdt.500 Amendment (A017) offered by Ms. Dean. (consideration: CR H5187-5188 , H5192-5193 ; text: CR H5187 )",house amendment offered,amendment,751
116,3351,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Lee (NV) amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Mr. Quigley demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,852
116,3351,hr,"H.Amdt.499 Amendment (A016) offered by Mrs. Lee (NV). (consideration: CR H5186-5187 , H5191-5192 ; text: CR H5187 )",house amendment offered,amendment,1744
116,3351,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Suozzi amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Mr. Suozzi demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,1130
116,3351,hr,"H.Amdt.498 Amendment (A015) offered by Mr. Suozzi. (consideration: CR H5186 , H5191 ; text: CR H5186 )",house amendment offered,amendment,1130
116,3351,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Banks amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Mr. Quigley demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,852
116,3351,hr,"H.Amdt.497 Amendment (A014) offered by Mr. Banks. (consideration: CR H5185-5186 , H5190-5191 ; text: CR H5185 )",house amendment offered,amendment,552
116,3351,hr,H.Amdt.496 Amendment (A013) offered by Mr. Connolly. (consideration: CR H5184-5185 ; text: CR H5184 ),house amendment offered,amendment,416
116,3351,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Quigley amendment en bloc No. 2, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Mr. Graves (GA) demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,1775
116,3351,hr,"H.Amdt.495 Amendments en bloc (A012) offered by Mr. Quigley. (consideration: CR H5180-5184 , H5189-5190 ; text: CR H5180-5183 )",house amendment offered,amendment,852
116,3351,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Grothman amendment, the Chair put the question on the amendment and by voice vote, announced that the noes had prevailed. Mr. Grothman demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,424
116,3351,hr,"H.Amdt.494 Amendment (A011) offered by Mr. Grothman. (consideration: CR H5179-5180 , H5189 ; text: CR H5179 )",house amendment offered,amendment,424
116,3351,hr,H.Amdt.493 Amendments en bloc (A010) offered by Mr. Quigley. (consideration: CR H5177-5179 ; text: CR H5177 ),house amendment offered,amendment,852
116,3351,hr,Ms. Kaptur moved that the committee rise.,house floor actions,house bill,757
116,3351,hr,Mr. Quigley moved that the Committee rise.,house committee/subcommittee actions,house bill,852
116,3351,hr,H.Amdt.491 Amendment (A009) offered by Mr. Pascrell. (consideration: CR H5136-5138 ; text: CR H5136 ),house amendment offered,amendment,97
116,3351,hr,H.Amdt.490 Amendment (A008) offered by Mr. Courtney. (consideration: CR H5135-5136 ; text: CR H5135 ),house amendment offered,amendment,587
116,3351,hr,H.Amdt.489 Amendment (A007) offered by Ms. Lee (CA). (consideration: CR H5135 ; text: CR H5135 ),house amendment offered,amendment,1255
116,3351,hr,H.Amdt.488 Amendment (A006) offered by Mr. Hill (AR). (consideration: CR H5134-5135 ; text: CR H5134 ),house amendment offered,amendment,1457
116,3351,hr,H.Amdt.487 Amendment (A005) offered by Ms. Velazquez. (consideration: CR H5134 ; text: CR H5134 ),house amendment offered,amendment,877
116,3351,hr,H.Amdt.486 Amendment (A004) offered by Mr. Huizenga. (consideration: CR H5133-5134 ; text: CR H5133 ),house amendment offered,amendment,85
116,3351,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Norton amendment, the Chair put the question on the amendment and by voice vote, announced that the ayes had prevailed. Mr. Graves (GA) demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,1775
116,3351,hr,"H.Amdt.485 Amendment (A003) offered by Ms. Norton. (consideration: CR H5132-5133 , H5160-5161 ; text: CR H5132 )",house amendment offered,amendment,346
116,3351,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the King (IA) amendment, the Chair put the question on the amendment and by voice vote, announced that the noes had prevailed. Mr. King (IA) demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,1735
116,3351,hr,"H.Amdt.484 Amendment (A002) offered by Mr. King (IA). (consideration: CR H5131-5132 , H5159-5160 ; text: CR H5131 )",house amendment offered,amendment,1735
116,3351,hr,H.Amdt.483 Amendment (A001) offered by Mr. Pocan. (consideration: CR H5130-5131 ; text: CR H5130 ),house amendment offered,amendment,774
116,3351,hr,Mr. Quigley moved that the Committee rise.,house committee/subcommittee actions,house bill,852
116,3351,hr,"The House Committee on Appropriations reported an original measure, H. Rept. 116-122 , by Mr. Quigley.",house committee/subcommittee actions,house bill,852
116,3352,hr,"Mr. Engel moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,348
116,3361,hr,Mr. Pallone moved to suspend the rules and pass the bill.,house floor actions,house bill,393
116,3362,hr,"Mrs. Fletcher moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1583
116,3375,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,3399,hr,"Mr. Neguse moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,589
116,3409,hr,"Mr. DeFazio moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,910
116,3413,hr,"Ms. Torres Small (NM) moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1644
116,3465,hr,"Ms. Haaland moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,283
116,3460,hr,Mr. Sires moved to suspend the rules and pass the bill.,house floor actions,house bill,19
116,3469,hr,Ms. Clarke (NY) moved to suspend the rules and pass the bill.,house floor actions,house bill,1809
116,347,hr,Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 116-98 .,senate committee/subcommittee actions,house bill,1581
116,347,hr,Mr. Tonko moved to suspend the rules and pass the bill.,house floor actions,house bill,902
116,3494,hr,Mr. Schiff moved that the committee rise.,house floor actions,house bill,1232
116,3494,hr,H.Amdt.594 Amendment (A030) offered by Mr. Crow. (consideration: CR H5909 ; text: CR H5909 ),house amendment offered,amendment,531
116,3494,hr,H.Amdt.593 Amendment (A029) offered by Ms. Omar. (consideration: CR H5908-5909 ; text: CR H5908 ),house amendment offered,amendment,477
116,3494,hr,H.Amdt.592 Amendment (A028) offered by Mr. Yoho. (consideration: CR H5908 ; text: CR H5908 ),house amendment offered,amendment,1105
116,3494,hr,H.Amdt.591 Amendment (A027) offered by Mr. Yoho. (consideration: CR H5907-5908 ; text: CR H5907 ),house amendment offered,amendment,1105
116,3494,hr,H.Amdt.590 Amendment (A026) offered by Mr. Schiff. (consideration: CR H5907 ; text: CR H5907 ),house amendment offered,amendment,1232
116,3494,hr,H.Amdt.589 Amendment (A025) offered by Mr. Schiff. (consideration: CR H5906-5907 ; text: CR H5906-5907 ),house amendment offered,amendment,1232
116,3494,hr,H.Amdt.588 Amendment (A024) offered by Mr. Pence. (consideration: CR H5905-5906 ; text: CR H5905-5906 ),house amendment offered,amendment,1434
116,3494,hr,H.Amdt.587 Amendment (A023) offered by Mr. Rose (NY). (consideration: CR H5905 ; text: CR H5905 ),house amendment offered,amendment,1611
116,3494,hr,H.Amdt.586 Amendment (A022) offered by Mr. Rose (NY). (consideration: CR H5904-5905 ; text: CR H5904-5905 ),house amendment offered,amendment,1611
116,3494,hr,H.Amdt.585 Amendment (A021) offered by Mr. Schiff. (consideration: CR H5904 ; text: CR H5904 ),house amendment offered,amendment,1232
116,3494,hr,H.Amdt.584 Amendment (A020) offered by Mr. Schiff. (consideration: CR H5904 ; text: CR H5904 ),house amendment offered,amendment,1232
116,3494,hr,H.Amdt.582 Amendment (A018) offered by Ms. Hill (CA). (consideration: CR H5903 ; text: CR H5903 ),house amendment offered,amendment,1548
116,3494,hr,H.Amdt.581 Amendment (A017) offered by Mr. Kinzinger. (consideration: CR H5903 ; text: CR H5903 ),house amendment offered,amendment,5
116,3494,hr,H.Amdt.580 Amendment (A016) offered by Mr. Brindisi. (consideration: CR H5902-5903 ; text: CR H5902 ),house amendment offered,amendment,41
116,3494,hr,H.Amdt.577 Amendment (A013) offered by Ms. Jayapal. (consideration: CR H5899-5900 ; text: CR H5899 ),house amendment offered,amendment,929
116,3494,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Kennedy amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Conaway demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,684
116,3494,hr,H.Amdt.575 Amendment (A011) offered by Mr. Kennedy. (consideration: CR H5896-5898 ; text: CR H5896-5897 ),house amendment offered,amendment,1539
116,3494,hr,H.Amdt.574 Amendment (A010) offered by Ms. Frankel. (consideration: CR H5895-5896 ; text: CR H5895-5896 ),house amendment offered,amendment,733
116,3494,hr,H.Amdt.573 Amendment (A009) offered by Mr. Case. (consideration: CR H5895 ; text: CR H5895 ),house amendment offered,amendment,332
116,3494,hr,H.Amdt.572 Amendment (A008) offered by Mr. Schiff. (consideration: CR H5894-5895 ; text: CR H5894 ),house amendment offered,amendment,1232
116,3494,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Chabot amendment, the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mr. Chabot demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1074
116,3494,hr,H.Amdt.571 Amendment (A007) offered by Mr. Chabot. (consideration: CR H5892-5894 ; text: CR H5892 ),house amendment offered,amendment,1074
116,3494,hr,H.Amdt.570 Amendment (A006) offered by Mr. Ruppersberger. (consideration: CR H5891-5892 ; text: CR H5891 ),house amendment offered,amendment,141
116,3494,hr,H.Amdt.569 Amendment (A005) offered by Mr. Thompson (MS). (consideration: CR H5890-5891 ; text: CR H5890 ),house amendment offered,amendment,1265
116,3494,hr,H.Amdt.568 Amendment (A004) offered by Mr. Hurd (TX). (consideration: CR H5889-5890 ; text: CR H5889 ),house amendment offered,amendment,1204
116,3494,hr,H.Amdt.567 Amendment (A003) offered by Mr. Carson (IN). (consideration: CR H5888-5889 ; text: CR H5888 ),house amendment offered,amendment,1241
116,3494,hr,H.Amdt.566 Amendment (A002) offered by Mr. Stewart. (consideration: CR H5888 ; text: CR H5888 ),house amendment offered,amendment,184
116,3494,hr,H.Amdt.565 Amendment (A001) offered by Mr. Stewart. (consideration: CR H5887-5888 ; text: CR H5887 ),house amendment offered,amendment,184
116,3525,hr,Mr. Green (TN) moved to recommit with instructions to the Committee on Homeland Security. (text: CR H8038 ),house committee/subcommittee actions,house bill,1595
116,3526,hr,Mr. Correa moved to suspend the rules and pass the bill.,house floor actions,house bill,483
116,3530,hr,"Mr. Takano moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,777
116,353,hr,Mr. Engel moved to suspend the rules and pass the bill.,house floor actions,house bill,348
116,3539,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,3537,hr,Mr. Schneider moved to suspend the rules and pass the bill.,house floor actions,house bill,1289
116,3589,hr,"Mr. San Nicolas moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,822
116,3589,hr,Motion to place bill on Consensus Calendar filed by Mr. Thompson (CA).,house floor actions,house bill,1635
116,359,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,3598,hr,"Mrs. Lee (NV) moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1744
116,35,hr,"Mr. Nadler moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,546
116,3619,hr,"Ms. Waters moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,804
116,360,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,3621,hr,Mr. Hill (AR) moved to recommit with instructions to the Committee on Financial Services. (text: CR H698-699 ),house committee/subcommittee actions,house bill,1457
116,3621,hr,Mr. Lawson (FL) moved that the Committee rise.,house committee/subcommittee actions,house bill,9
116,3621,hr,H.Amdt.766 Amendment (A014) offered by Mr. Panetta. (consideration: CR H695-697 ; text: CR H695 ),house amendment offered,amendment,1497
116,3621,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Brown (MD) amendment, the Chair put the question on agreeing to the amendment, and by voice vote announced that the ayes had prevailed. Mr. Brown (MD) demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,1249
116,3621,hr,"H.Amdt.765 Amendment (A013) offered by Mr. Brown (MD). (consideration: CR H694-695 , H698 ; text: CR H694-695 )",house amendment offered,amendment,1249
116,3621,hr,H.Amdt.764 Amendment (A012) offered by Mr. Takano. (consideration: CR H693-694 ; text: CR H693 ),house amendment offered,amendment,777
116,3621,hr,H.Amdt.763 Amendment (A011) offered by Mr. Cohen. (consideration: CR H692-693 ; text: CR H692 ),house amendment offered,amendment,1734
116,3621,hr,H.Amdt.762 Amendment (A010) offered by Mr. Cohen. (consideration: CR H691-692 ; text: CR H691 ),house amendment offered,amendment,1734
116,3621,hr,H.Amdt.761 Amendment (A009) offered by Ms. Sanchez. (consideration: CR H689-691 ; text: CR H689-690 ),house amendment offered,amendment,1577
116,3621,hr,H.Amdt.760 Amendment (A008) offered by Mr. King (IA). (consideration: CR H688-689 ; text: CR H688 ),house amendment offered,amendment,1735
116,3621,hr,H.Amdt.759 Amendment (A007) offered by Mr. Kildee. (consideration: CR H687-688 ; text: CR H687 ),house amendment offered,amendment,1356
116,3621,hr,H.Amdt.758 Amendment (A006) offered by Mr. Gottheimer. (consideration: CR H685-687 ; text: CR H685 ),house amendment offered,amendment,673
116,3621,hr,H.Amdt.757 Amendment (A005) offered by Mr. Steil. (consideration: CR H685 ; text: CR H685 ),house amendment offered,amendment,137
116,3621,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Clay amendment, the Chair put the question on adoption of the amendment, and by voice vote announced that the ayes had prevailed. Mr. Clay demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1806
116,3621,hr,"H.Amdt.756 Amendment (A004) offered by Mr. Clay. (consideration: CR H683-685 , H697-698 ; text: CR H683-684 )",house amendment offered,amendment,1806
116,3621,hr,H.Amdt.755 Amendment (A003) offered by Mr. Timmons. (consideration: CR H682-683 ; text: CR H682-683 ),house amendment offered,amendment,1221
116,3621,hr,H.Amdt.754 Amendment (A002) offered by Ms. Shalala. (consideration: CR H682 ; text: CR H682 ),house amendment offered,amendment,315
116,3621,hr,H.Amdt.753 Amendment (A001) offered by Mr. DeSaulnier. (consideration: CR H681 ; text: CR H681 ),house amendment offered,amendment,768
116,3620,hr,"Mr. San Nicolas moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,822
116,3624,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Hill (AR) amendment, the Chair put the question on the amendment and by voice vote, announced that the noes had prevailed. Mr. Hill (AR) demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,1457
116,3624,hr,"H.Amdt.632 Amendment (A002) offered by Mr. Hill (AR). (consideration: CR H8239-8240 , H8241-8242 ; text: CR H8239 )",house amendment offered,amendment,1457
116,3624,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Huizenga amendment, the Chair put the question on the amendment and by voice vote, announced that the noes had prevailed. Mr. Huizenga demanded a recorded vote and the Chair postponed further proceedings on agreeing to the amendment until a time to be announced.",other house amendment actions,amendment,85
116,3624,hr,"H.Amdt.631 Amendment (A001) offered by Mr. Huizenga. (consideration: CR H8238-8239 , H8240-8241 ; text: CR H8238 )",house amendment offered,amendment,85
116,3625,hr,"Ms. Waters moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,804
116,362,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,3659,hr,"Ms. Stevens moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1441
116,3661,hr,"Mr. Schneider moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1289
116,3670,hr,"Ms. Slotkin moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,350
116,3669,hr,Ms. Slotkin moved to suspend the rules and pass the bill.,house floor actions,house bill,350
116,3675,hr,Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. With written report No. 116-237 .,senate committee/subcommittee actions,house bill,1701
116,3675,hr,Mr. Correa moved to suspend the rules and pass the bill.,house floor actions,house bill,483
116,3680,hr,H.Amdt.896 Amendment (A001) offered by Mr. Connolly. (consideration: CR H5071 ; text: CR H5071 ),house amendment offered,amendment,416
116,3680,hr,Mr. Connolly asked unanimous consent to discharge from committee and consider.,house floor actions,house bill,416
116,3682,hr,"Mr. Case moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,332
116,3691,hr,Mr. Correa moved to suspend the rules and pass the bill.,house floor actions,house bill,483
116,3694,hr,Mr. Correa moved to suspend the rules and pass the bill.,house floor actions,house bill,483
116,3710,hr,Ms. Jackson Lee moved to suspend the rules and pass the bill.,house floor actions,house bill,550
116,3722,hr,Mr. Correa moved to suspend the rules and pass the bill.,house floor actions,house bill,483
116,3734,hr,"Mr. Schneider moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1289
116,3749,hr,"Mr. Takano moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,777
116,375,hr,Mr. Grijalva moved to suspend the rules and pass the bill.,house floor actions,house bill,938
116,3763,hr,"Ms. Titus moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,301
116,3798,hr,"Mr. Takano moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,777
116,3797,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,3877,hr,S.Amdt.932 Amendment SA 932 proposed by Senator Paul. (consideration: CR S5287-5288 ; text: CR S5287 ) In the nature of a substitute.,senate amendment proposed (on the floor),amendment,1666
116,3877,hr,H.Amdt.605 Amendment (A001) offered by Mr. Massie. (consideration: CR H7440 ; text: CR H7440 ),house amendment offered,amendment,1126
116,3877,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on H.R. 3877 , the Chair put the question on passage of H.R. 3877 and by voice vote, announced that the ayes had prevailed. Mr. Yarmuth demanded the yeas and nays and the Chair postponed further proceedings until a time to be announced.",house floor actions,house bill,597
116,3878,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,3884,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Lesko motion to recommit with instructions, the Chair put the question on the motion and by voice vote, announced that the noes had prevailed. Mrs. Lesko demanded the yeas and nays and the Chair postponed further proceedings on the motion to recommit until a time to be announced.",house floor actions,house bill,277
116,3884,hr,Mrs. Lesko moved to recommit with instructions to the Committee on the Judiciary. (text: CR H6839 ),house committee/subcommittee actions,house bill,277
116,3889,hr,"Mr. Rouda moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,449
116,389,hr,"Ms. Waters moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,804
116,3935,hr,"Mrs. Dingell moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1371
116,3942,hr,"Ms. Bass moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1544
116,397,hr,Mr. Mast moved to recommit with instructions to the Committee on Education and Labor. (text: CR H7346 ),house committee/subcommittee actions,house bill,131
116,397,hr,"UNFINISHED BUSINESS - The Chair announced that the unfinished business was the question on adoption of the amendment offered by Mr. Roe (TN), which had been debated earlier and on which further proceedings had been postponed.",other house amendment actions,amendment,1368
116,397,hr,"H.Amdt.600 Amendment (A004) offered by Mr. Roe, David P. (consideration: CR H7334-7335 , H7345 ; text: CR H7334 )",house amendment offered,amendment,1368
116,3996,hr,Mr. Takano moved to suspend the rules and pass the bill.,house floor actions,house bill,777
116,3,hr,Mr. Upton moved to recommit with instructions to the Committee on Energy and Commerce. (text: CR H10223 ),house committee/subcommittee actions,house bill,395
116,3,hr,H.Amdt.722 Amendment (A012) offered by Ms. Houlahan. (consideration: CR H10217-10219 ; text: CR H10217-10218 ),house amendment offered,amendment,186
116,3,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Cunningham amendment the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Roe (TN) demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1368
116,3,hr,"H.Amdt.721 Amendment (A011) offered by Mr. Cunningham. (consideration: CR H10216-10217 , H10222 ; text: CR H10216 )",house amendment offered,amendment,1502
116,3,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Luria amendment the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Walden demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,435
116,3,hr,"H.Amdt.720 Amendment (A010) offered by Mrs. Luria. (consideration: CR H10215-10216 , H10221-10222 ; text: CR H10215 )",house amendment offered,amendment,345
116,3,hr,H.Amdt.719 Amendment (A009) offered by Ms. Finkenauer. (consideration: CR H10214-10215 ; text: CR H10214 ),house amendment offered,amendment,2
116,3,hr,H.Amdt.718 Amendment (A008) offered by Mrs. Axne. (consideration: CR H10211-10214 ; text: CR H10211-10213 ),house amendment offered,amendment,215
116,3,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Gottheimer amendment the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Gottheimer demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,673
116,3,hr,"H.Amdt.717 Amendment (A007) offered by Mr. Gottheimer. (consideration: CR H10210-10211 , H10221 ; text: CR H10210 )",house amendment offered,amendment,673
116,3,hr,H.Amdt.716 Amendment (A006) offered by Mr. Kennedy. (consideration: CR H10208-10210 ; text: CR H10208 ),house amendment offered,amendment,1539
116,3,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the O'Halleran amendment the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. O'Halleran demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,1163
116,3,hr,"H.Amdt.715 Amendment (A005) offered by Mr. O'Halleran. (consideration: CR H10206-10208 , H10220-10221 ; text: CR H10207 )",house amendment offered,amendment,1163
116,3,hr,H.Amdt.714 Amendment (A004) offered by Mr. Kennedy. (consideration: CR H10205-10206 ; text: CR H10205 ),house amendment offered,amendment,1539
116,3,hr,H.Amdt.713 Amendment (A003) offered by Mr. Peters. (consideration: CR H10204-10205 ; text: CR H10204 ),house amendment offered,amendment,1720
116,3,hr,H.Amdt.712 Amendment (A002) offered by Mr. Tonko. (consideration: CR H10202-10204 ; text: CR H10202-10203 ),house amendment offered,amendment,902
116,3,hr,"POSTPONED PROCEEDINGS - At the conclusion of debate on the Walden amendment the Chair put the question on adoption of the amendment and by voice vote, announced that the noes had prevailed. Mr. Walden demanded a recorded vote and the Chair postponed further proceedings until a time to be announced.",other house amendment actions,amendment,435
116,3,hr,"H.Amdt.711 Amendment (A001) offered by Mr. Walden. (consideration: CR H10167-10202 , H10219-10220 ; text: CR H10167-10201 )",house amendment offered,amendment,435
116,3,hr,Mr. Scott (VA) moved that the Committee rise.,house committee/subcommittee actions,house bill,1681
116,4018,hr,"Mr. Deutch moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1114
116,4031,hr,Mrs. Napolitano moved to suspend the rules and pass the bill.,house floor actions,house bill,429
116,4044,hr,"Mr. Malinowski moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,1160
116,4078,hr,"Mr. Pallone moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,393
116,4104,hr,H.Amdt.886 Amendment (A001) in the nature of a substitute offered by Mr. Cleaver. (consideration: CR H4709-4711 ; text: CR H4710 ),house amendment offered,amendment,357
116,4104,hr,Mr. Cleaver asked unanimous consent to discharge from committee and consider.,house floor actions,house bill,357
116,4153,hr,Mr. Case moved to suspend the rules and pass the bill.,house floor actions,house bill,332
116,4162,hr,"Mr. Takano moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,777
116,4183,hr,"Mr. Takano moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,777
116,4227,hr,"Mr. Doyle, Michael F. moved to suspend the rules and pass the bill.",house floor actions,house bill,821
116,4225,hr,H.Amdt.906 Amendment (A001) offered by Ms. Bass. (consideration: CR H7001-7002 ; text: CR H7001-7002 ),house amendment offered,amendment,1544
116,4225,hr,Ms. Bass asked unanimous consent to take from the Speaker's table and consider.,house floor actions,house bill,1544
116,4229,hr,"Mr. Doyle, Michael F. moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,821
116,424,hr,Mr. Thompson (MS) moved to suspend the rules and pass the bill.,house floor actions,house bill,1265
116,4258,hr,Mr. Stanton moved to suspend the rules and pass the bill.,house floor actions,house bill,434
116,425,hr,Mr. Lipinski moved to suspend the rules and pass the bill.,house floor actions,house bill,1355
116,4270,hr,"Mr. Sherman moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,125
116,4275,hr,"Mrs. Napolitano moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,429
116,4279,hr,Mrs. Lawrence moved to suspend the rules and pass the bill.,house floor actions,house bill,126
116,4285,hr,Mr. Takano moved to suspend the rules and pass the bill.,house floor actions,house bill,777
116,4302,hr,"Mr. San Nicolas moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,822
116,430,hr,"Ms. Chu, Judy moved to suspend the rules and pass the bill.",house floor actions,house bill,681
116,4305,hr,"Mr. Takano moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,777
116,4305,hr,Motion to place bill on Consensus Calendar filed by Mr. Stivers.,house floor actions,house bill,1084
116,4331,hr,"Mr. Phillips moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,275
116,4335,hr,"Mr. San Nicolas moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,822
116,434,hr,"Mr. San Nicolas moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,822
116,4351,hr,"Mr. San Nicolas moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,822
116,4358,hr,"Ms. Norton moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,346
116,4356,hr,"Mr. Takano moved to suspend the rules and pass the bill, as amended.",house floor actions,house bill,777
