,date_str,sp500,djia,date_ex1,date_ex2,date_ex3
881,2021-08-19,4405.8,34894.12,August 19 2021,"Thursday, 2021-08-19","Aug-19, 21"
882,2021-08-20,4441.67,35120.08,August 20 2021,"Friday, 2021-08-20","Aug-20, 21"
883,2021-08-23,4479.53,35335.71,August 23 2021,"Monday, 2021-08-23","Aug-23, 21"
884,2021-08-24,4486.23,35366.26,August 24 2021,"Tuesday, 2021-08-24","Aug-24, 21"
885,2021-08-25,4496.19,35405.5,August 25 2021,"Wednesday, 2021-08-25","Aug-25, 21"
886,2021-08-26,4470.0,35213.12,August 26 2021,"Thursday, 2021-08-26","Aug-26, 21"
887,2021-08-27,4509.37,35455.8,August 27 2021,"Friday, 2021-08-27","Aug-27, 21"
888,2021-08-30,4528.79,35399.84,August 30 2021,"Monday, 2021-08-30","Aug-30, 21"
889,2021-08-31,4522.68,35360.73,August 31 2021,"Tuesday, 2021-08-31","Aug-31, 21"
890,2021-09-01,4524.09,35312.53,September 01 2021,"Wednesday, 2021-09-01","Sep-01, 21"
891,2021-09-02,4536.95,35443.82,September 02 2021,"Thursday, 2021-09-02","Sep-02, 21"
892,2021-09-03,4535.43,35369.09,September 03 2021,"Friday, 2021-09-03","Sep-03, 21"
893,2021-09-06,,,September 06 2021,"Monday, 2021-09-06","Sep-06, 21"
894,2021-09-07,4520.03,35100.0,September 07 2021,"Tuesday, 2021-09-07","Sep-07, 21"
895,2021-09-08,4514.07,35031.07,September 08 2021,"Wednesday, 2021-09-08","Sep-08, 21"
896,2021-09-09,4493.28,34879.38,September 09 2021,"Thursday, 2021-09-09","Sep-09, 21"
897,2021-09-10,4458.58,34607.72,September 10 2021,"Friday, 2021-09-10","Sep-10, 21"
898,2021-09-13,4468.73,34869.63,September 13 2021,"Monday, 2021-09-13","Sep-13, 21"
899,2021-09-14,4443.05,34577.57,September 14 2021,"Tuesday, 2021-09-14","Sep-14, 21"
900,2021-09-15,4480.7,34814.39,September 15 2021,"Wednesday, 2021-09-15","Sep-15, 21"
901,2021-09-16,4473.75,34751.32,September 16 2021,"Thursday, 2021-09-16","Sep-16, 21"
902,2021-09-17,4432.99,34584.88,September 17 2021,"Friday, 2021-09-17","Sep-17, 21"
903,2021-09-20,4357.73,33970.47,September 20 2021,"Monday, 2021-09-20","Sep-20, 21"
904,2021-09-21,4354.19,33919.84,September 21 2021,"Tuesday, 2021-09-21","Sep-21, 21"
905,2021-09-22,4395.64,34258.32,September 22 2021,"Wednesday, 2021-09-22","Sep-22, 21"
906,2021-09-23,4448.98,34764.82,September 23 2021,"Thursday, 2021-09-23","Sep-23, 21"
907,2021-09-24,4455.48,34798.0,September 24 2021,"Friday, 2021-09-24","Sep-24, 21"
908,2021-09-27,4443.11,34869.37,September 27 2021,"Monday, 2021-09-27","Sep-27, 21"
909,2021-09-28,4352.63,34299.99,September 28 2021,"Tuesday, 2021-09-28","Sep-28, 21"
910,2021-09-29,4359.46,34390.72,September 29 2021,"Wednesday, 2021-09-29","Sep-29, 21"
911,2021-09-30,4307.54,33843.92,September 30 2021,"Thursday, 2021-09-30","Sep-30, 21"
912,2021-10-01,4357.04,34326.46,October 01 2021,"Friday, 2021-10-01","Oct-01, 21"
913,2021-10-04,4300.46,34002.92,October 04 2021,"Monday, 2021-10-04","Oct-04, 21"
914,2021-10-05,4345.72,34314.67,October 05 2021,"Tuesday, 2021-10-05","Oct-05, 21"
915,2021-10-06,4363.55,34416.99,October 06 2021,"Wednesday, 2021-10-06","Oct-06, 21"
916,2021-10-07,4399.76,34754.94,October 07 2021,"Thursday, 2021-10-07","Oct-07, 21"
917,2021-10-08,4391.34,34746.25,October 08 2021,"Friday, 2021-10-08","Oct-08, 21"
918,2021-10-11,4361.19,34496.06,October 11 2021,"Monday, 2021-10-11","Oct-11, 21"
919,2021-10-12,4350.65,34378.34,October 12 2021,"Tuesday, 2021-10-12","Oct-12, 21"
920,2021-10-13,4363.8,34377.81,October 13 2021,"Wednesday, 2021-10-13","Oct-13, 21"
921,2021-10-14,4438.26,34912.56,October 14 2021,"Thursday, 2021-10-14","Oct-14, 21"
922,2021-10-15,4471.37,35294.76,October 15 2021,"Friday, 2021-10-15","Oct-15, 21"
923,2021-10-18,4486.46,35258.61,October 18 2021,"Monday, 2021-10-18","Oct-18, 21"
924,2021-10-19,4519.63,35457.31,October 19 2021,"Tuesday, 2021-10-19","Oct-19, 21"
925,2021-10-20,4536.19,35609.34,October 20 2021,"Wednesday, 2021-10-20","Oct-20, 21"
926,2021-10-21,4549.78,35603.08,October 21 2021,"Thursday, 2021-10-21","Oct-21, 21"
927,2021-10-22,4544.9,35677.02,October 22 2021,"Friday, 2021-10-22","Oct-22, 21"
928,2021-10-25,4566.48,35741.15,October 25 2021,"Monday, 2021-10-25","Oct-25, 21"
929,2021-10-26,4574.79,35756.88,October 26 2021,"Tuesday, 2021-10-26","Oct-26, 21"
930,2021-10-27,4551.68,35490.69,October 27 2021,"Wednesday, 2021-10-27","Oct-27, 21"
931,2021-10-28,4596.42,35730.48,October 28 2021,"Thursday, 2021-10-28","Oct-28, 21"
932,2021-10-29,4605.38,35819.56,October 29 2021,"Friday, 2021-10-29","Oct-29, 21"
933,2021-11-01,4613.67,35913.84,November 01 2021,"Monday, 2021-11-01","Nov-01, 21"
934,2021-11-02,4630.65,36052.63,November 02 2021,"Tuesday, 2021-11-02","Nov-02, 21"
935,2021-11-03,4660.57,36157.58,November 03 2021,"Wednesday, 2021-11-03","Nov-03, 21"
936,2021-11-04,4680.06,36124.23,November 04 2021,"Thursday, 2021-11-04","Nov-04, 21"
937,2021-11-05,4697.53,36327.95,November 05 2021,"Friday, 2021-11-05","Nov-05, 21"
938,2021-11-08,4701.7,36432.22,November 08 2021,"Monday, 2021-11-08","Nov-08, 21"
939,2021-11-09,4685.25,36319.98,November 09 2021,"Tuesday, 2021-11-09","Nov-09, 21"
940,2021-11-10,4646.71,36079.94,November 10 2021,"Wednesday, 2021-11-10","Nov-10, 21"
941,2021-11-11,4649.27,35921.23,November 11 2021,"Thursday, 2021-11-11","Nov-11, 21"
942,2021-11-12,4682.85,36100.31,November 12 2021,"Friday, 2021-11-12","Nov-12, 21"
943,2021-11-15,4682.8,36087.45,November 15 2021,"Monday, 2021-11-15","Nov-15, 21"
944,2021-11-16,4700.9,36142.22,November 16 2021,"Tuesday, 2021-11-16","Nov-16, 21"
945,2021-11-17,4688.67,35931.05,November 17 2021,"Wednesday, 2021-11-17","Nov-17, 21"
946,2021-11-18,4704.54,35870.95,November 18 2021,"Thursday, 2021-11-18","Nov-18, 21"
947,2021-11-19,4697.96,35601.98,November 19 2021,"Friday, 2021-11-19","Nov-19, 21"
948,2021-11-22,4682.94,35619.25,November 22 2021,"Monday, 2021-11-22","Nov-22, 21"
949,2021-11-23,4690.7,35813.8,November 23 2021,"Tuesday, 2021-11-23","Nov-23, 21"
950,2021-11-24,4701.46,35804.38,November 24 2021,"Wednesday, 2021-11-24","Nov-24, 21"
951,2021-11-25,,,November 25 2021,"Thursday, 2021-11-25","Nov-25, 21"
952,2021-11-26,4594.62,34899.34,November 26 2021,"Friday, 2021-11-26","Nov-26, 21"
953,2021-11-29,4655.27,35135.94,November 29 2021,"Monday, 2021-11-29","Nov-29, 21"
954,2021-11-30,4567.0,34483.72,November 30 2021,"Tuesday, 2021-11-30","Nov-30, 21"
955,2021-12-01,4513.04,34022.04,December 01 2021,"Wednesday, 2021-12-01","Dec-01, 21"
956,2021-12-02,4577.1,34639.79,December 02 2021,"Thursday, 2021-12-02","Dec-02, 21"
957,2021-12-03,4538.43,34580.08,December 03 2021,"Friday, 2021-12-03","Dec-03, 21"
958,2021-12-06,4591.67,35227.03,December 06 2021,"Monday, 2021-12-06","Dec-06, 21"
959,2021-12-07,4686.75,35719.43,December 07 2021,"Tuesday, 2021-12-07","Dec-07, 21"
960,2021-12-08,4701.21,35754.75,December 08 2021,"Wednesday, 2021-12-08","Dec-08, 21"
961,2021-12-09,4667.45,35754.69,December 09 2021,"Thursday, 2021-12-09","Dec-09, 21"
962,2021-12-10,4712.02,35970.99,December 10 2021,"Friday, 2021-12-10","Dec-10, 21"
963,2021-12-13,4668.97,35650.95,December 13 2021,"Monday, 2021-12-13","Dec-13, 21"
964,2021-12-14,4634.09,35544.18,December 14 2021,"Tuesday, 2021-12-14","Dec-14, 21"
965,2021-12-15,4709.85,35927.43,December 15 2021,"Wednesday, 2021-12-15","Dec-15, 21"
966,2021-12-16,4668.67,35897.64,December 16 2021,"Thursday, 2021-12-16","Dec-16, 21"
967,2021-12-17,4620.64,35365.44,December 17 2021,"Friday, 2021-12-17","Dec-17, 21"
968,2021-12-20,4568.02,34932.16,December 20 2021,"Monday, 2021-12-20","Dec-20, 21"
969,2021-12-21,4649.23,35492.7,December 21 2021,"Tuesday, 2021-12-21","Dec-21, 21"
970,2021-12-22,4696.56,35753.89,December 22 2021,"Wednesday, 2021-12-22","Dec-22, 21"
971,2021-12-23,4725.79,35950.56,December 23 2021,"Thursday, 2021-12-23","Dec-23, 21"
972,2021-12-24,,,December 24 2021,"Friday, 2021-12-24","Dec-24, 21"
973,2021-12-27,4791.19,36302.38,December 27 2021,"Monday, 2021-12-27","Dec-27, 21"
974,2021-12-28,4786.35,36398.21,December 28 2021,"Tuesday, 2021-12-28","Dec-28, 21"
975,2021-12-29,4793.06,36488.63,December 29 2021,"Wednesday, 2021-12-29","Dec-29, 21"
976,2021-12-30,4778.73,36398.08,December 30 2021,"Thursday, 2021-12-30","Dec-30, 21"
977,2021-12-31,4766.18,36338.3,December 31 2021,"Friday, 2021-12-31","Dec-31, 21"
978,2022-01-03,4796.56,36585.06,January 03 2022,"Monday, 2022-01-03","Jan-03, 22"
979,2022-01-04,4793.54,36799.65,January 04 2022,"Tuesday, 2022-01-04","Jan-04, 22"
980,2022-01-05,4700.58,36407.11,January 05 2022,"Wednesday, 2022-01-05","Jan-05, 22"
981,2022-01-06,4696.05,36236.47,January 06 2022,"Thursday, 2022-01-06","Jan-06, 22"
982,2022-01-07,4677.03,36231.66,January 07 2022,"Friday, 2022-01-07","Jan-07, 22"
983,2022-01-10,4670.29,36068.87,January 10 2022,"Monday, 2022-01-10","Jan-10, 22"
984,2022-01-11,4713.07,36252.02,January 11 2022,"Tuesday, 2022-01-11","Jan-11, 22"
985,2022-01-12,4726.35,36290.32,January 12 2022,"Wednesday, 2022-01-12","Jan-12, 22"
986,2022-01-13,4659.03,36113.62,January 13 2022,"Thursday, 2022-01-13","Jan-13, 22"
987,2022-01-14,4662.85,35911.81,January 14 2022,"Friday, 2022-01-14","Jan-14, 22"
988,2022-01-17,,,January 17 2022,"Monday, 2022-01-17","Jan-17, 22"
989,2022-01-18,4577.11,35368.47,January 18 2022,"Tuesday, 2022-01-18","Jan-18, 22"
990,2022-01-19,4532.76,35028.65,January 19 2022,"Wednesday, 2022-01-19","Jan-19, 22"
991,2022-01-20,4482.73,34715.39,January 20 2022,"Thursday, 2022-01-20","Jan-20, 22"
992,2022-01-21,4397.94,34265.37,January 21 2022,"Friday, 2022-01-21","Jan-21, 22"
993,2022-01-24,4410.13,34364.5,January 24 2022,"Monday, 2022-01-24","Jan-24, 22"
994,2022-01-25,4356.45,34297.73,January 25 2022,"Tuesday, 2022-01-25","Jan-25, 22"
995,2022-01-26,4349.93,34168.09,January 26 2022,"Wednesday, 2022-01-26","Jan-26, 22"
996,2022-01-27,4326.51,34160.78,January 27 2022,"Thursday, 2022-01-27","Jan-27, 22"
997,2022-01-28,4431.85,34725.47,January 28 2022,"Friday, 2022-01-28","Jan-28, 22"
998,2022-01-31,4515.55,35131.86,January 31 2022,"Monday, 2022-01-31","Jan-31, 22"
999,2022-02-01,4546.54,35405.24,February 01 2022,"Tuesday, 2022-02-01","Feb-01, 22"
1000,2022-02-02,4589.38,35629.33,February 02 2022,"Wednesday, 2022-02-02","Feb-02, 22"
1001,2022-02-03,4477.44,35111.16,February 03 2022,"Thursday, 2022-02-03","Feb-03, 22"
1002,2022-02-04,4500.53,35089.74,February 04 2022,"Friday, 2022-02-04","Feb-04, 22"
1003,2022-02-07,4483.87,35091.13,February 07 2022,"Monday, 2022-02-07","Feb-07, 22"
1004,2022-02-08,4521.54,35462.78,February 08 2022,"Tuesday, 2022-02-08","Feb-08, 22"
1005,2022-02-09,4587.18,35768.06,February 09 2022,"Wednesday, 2022-02-09","Feb-09, 22"
1006,2022-02-10,4504.08,35241.59,February 10 2022,"Thursday, 2022-02-10","Feb-10, 22"
1007,2022-02-11,4418.64,34738.06,February 11 2022,"Friday, 2022-02-11","Feb-11, 22"
1008,2022-02-14,4401.67,34566.17,February 14 2022,"Monday, 2022-02-14","Feb-14, 22"
1009,2022-02-15,4471.07,34988.84,February 15 2022,"Tuesday, 2022-02-15","Feb-15, 22"
1010,2022-02-16,4475.01,34934.27,February 16 2022,"Wednesday, 2022-02-16","Feb-16, 22"
1011,2022-02-17,4380.26,34312.03,February 17 2022,"Thursday, 2022-02-17","Feb-17, 22"
1012,2022-02-18,4348.87,34079.18,February 18 2022,"Friday, 2022-02-18","Feb-18, 22"
1013,2022-02-21,,,February 21 2022,"Monday, 2022-02-21","Feb-21, 22"
1014,2022-02-22,4304.76,33596.61,February 22 2022,"Tuesday, 2022-02-22","Feb-22, 22"
1015,2022-02-23,4225.5,33131.76,February 23 2022,"Wednesday, 2022-02-23","Feb-23, 22"
1016,2022-02-24,4288.7,33223.83,February 24 2022,"Thursday, 2022-02-24","Feb-24, 22"
1017,2022-02-25,4384.65,34058.75,February 25 2022,"Friday, 2022-02-25","Feb-25, 22"
1018,2022-02-28,4373.94,33892.6,February 28 2022,"Monday, 2022-02-28","Feb-28, 22"
1019,2022-03-01,4306.26,33294.95,March 01 2022,"Tuesday, 2022-03-01","Mar-01, 22"
1020,2022-03-02,4386.54,33891.35,March 02 2022,"Wednesday, 2022-03-02","Mar-02, 22"
1021,2022-03-03,4363.49,33794.66,March 03 2022,"Thursday, 2022-03-03","Mar-03, 22"
1022,2022-03-04,4328.87,33614.8,March 04 2022,"Friday, 2022-03-04","Mar-04, 22"
1023,2022-03-07,4201.09,32817.38,March 07 2022,"Monday, 2022-03-07","Mar-07, 22"
1024,2022-03-08,4170.7,32632.64,March 08 2022,"Tuesday, 2022-03-08","Mar-08, 22"
1025,2022-03-09,4277.88,33286.25,March 09 2022,"Wednesday, 2022-03-09","Mar-09, 22"
1026,2022-03-10,4259.52,33174.07,March 10 2022,"Thursday, 2022-03-10","Mar-10, 22"
1027,2022-03-11,4204.31,32944.19,March 11 2022,"Friday, 2022-03-11","Mar-11, 22"
1028,2022-03-14,4173.11,32945.24,March 14 2022,"Monday, 2022-03-14","Mar-14, 22"
1029,2022-03-15,4262.45,33544.34,March 15 2022,"Tuesday, 2022-03-15","Mar-15, 22"
1030,2022-03-16,4357.86,34063.1,March 16 2022,"Wednesday, 2022-03-16","Mar-16, 22"
1031,2022-03-17,4411.67,34480.76,March 17 2022,"Thursday, 2022-03-17","Mar-17, 22"
1032,2022-03-18,4463.12,34754.93,March 18 2022,"Friday, 2022-03-18","Mar-18, 22"
1033,2022-03-21,4461.18,34552.99,March 21 2022,"Monday, 2022-03-21","Mar-21, 22"
1034,2022-03-22,4511.61,34807.46,March 22 2022,"Tuesday, 2022-03-22","Mar-22, 22"
1035,2022-03-23,4456.24,34358.5,March 23 2022,"Wednesday, 2022-03-23","Mar-23, 22"
1036,2022-03-24,4520.16,34707.94,March 24 2022,"Thursday, 2022-03-24","Mar-24, 22"
1037,2022-03-25,4543.06,34861.24,March 25 2022,"Friday, 2022-03-25","Mar-25, 22"
1038,2022-03-28,4575.52,34955.89,March 28 2022,"Monday, 2022-03-28","Mar-28, 22"
1039,2022-03-29,4631.6,35294.19,March 29 2022,"Tuesday, 2022-03-29","Mar-29, 22"
1040,2022-03-30,4602.45,35228.81,March 30 2022,"Wednesday, 2022-03-30","Mar-30, 22"
1041,2022-03-31,4530.41,34678.35,March 31 2022,"Thursday, 2022-03-31","Mar-31, 22"
1042,2022-04-01,4545.86,34818.27,April 01 2022,"Friday, 2022-04-01","Apr-01, 22"
1043,2022-04-04,4582.64,34921.88,April 04 2022,"Monday, 2022-04-04","Apr-04, 22"
1044,2022-04-05,4525.12,34641.18,April 05 2022,"Tuesday, 2022-04-05","Apr-05, 22"
1045,2022-04-06,4481.15,34496.51,April 06 2022,"Wednesday, 2022-04-06","Apr-06, 22"
1046,2022-04-07,4500.21,34583.57,April 07 2022,"Thursday, 2022-04-07","Apr-07, 22"
1047,2022-04-08,4488.28,34721.12,April 08 2022,"Friday, 2022-04-08","Apr-08, 22"
1048,2022-04-11,4412.53,34308.08,April 11 2022,"Monday, 2022-04-11","Apr-11, 22"
1049,2022-04-12,4397.45,34220.36,April 12 2022,"Tuesday, 2022-04-12","Apr-12, 22"
1050,2022-04-13,4446.59,34564.59,April 13 2022,"Wednesday, 2022-04-13","Apr-13, 22"
1051,2022-04-14,4392.59,34451.23,April 14 2022,"Thursday, 2022-04-14","Apr-14, 22"
1052,2022-04-15,,,April 15 2022,"Friday, 2022-04-15","Apr-15, 22"
1053,2022-04-18,4391.69,34411.69,April 18 2022,"Monday, 2022-04-18","Apr-18, 22"
1054,2022-04-19,4462.21,34911.2,April 19 2022,"Tuesday, 2022-04-19","Apr-19, 22"
1055,2022-04-20,4459.45,35160.79,April 20 2022,"Wednesday, 2022-04-20","Apr-20, 22"
1056,2022-04-21,4393.66,34792.76,April 21 2022,"Thursday, 2022-04-21","Apr-21, 22"
1057,2022-04-22,4271.78,33811.4,April 22 2022,"Friday, 2022-04-22","Apr-22, 22"
1058,2022-04-25,4296.12,34049.46,April 25 2022,"Monday, 2022-04-25","Apr-25, 22"
1059,2022-04-26,4175.2,33240.18,April 26 2022,"Tuesday, 2022-04-26","Apr-26, 22"
1060,2022-04-27,4183.96,33301.93,April 27 2022,"Wednesday, 2022-04-27","Apr-27, 22"
1061,2022-04-28,4287.5,33916.39,April 28 2022,"Thursday, 2022-04-28","Apr-28, 22"
1062,2022-04-29,4131.93,32977.21,April 29 2022,"Friday, 2022-04-29","Apr-29, 22"
1063,2022-05-02,4155.38,33061.5,May 02 2022,"Monday, 2022-05-02","May-02, 22"
1064,2022-05-03,4175.48,33128.79,May 03 2022,"Tuesday, 2022-05-03","May-03, 22"
1065,2022-05-04,4300.17,34061.06,May 04 2022,"Wednesday, 2022-05-04","May-04, 22"
1066,2022-05-05,4146.87,32997.97,May 05 2022,"Thursday, 2022-05-05","May-05, 22"
1067,2022-05-06,4123.34,32899.37,May 06 2022,"Friday, 2022-05-06","May-06, 22"
1068,2022-05-09,3991.24,32245.7,May 09 2022,"Monday, 2022-05-09","May-09, 22"
1069,2022-05-10,4001.05,32160.74,May 10 2022,"Tuesday, 2022-05-10","May-10, 22"
1070,2022-05-11,3935.18,31834.11,May 11 2022,"Wednesday, 2022-05-11","May-11, 22"
1071,2022-05-12,3930.08,31730.3,May 12 2022,"Thursday, 2022-05-12","May-12, 22"
1072,2022-05-13,4023.89,32196.66,May 13 2022,"Friday, 2022-05-13","May-13, 22"
1073,2022-05-16,4008.01,32223.42,May 16 2022,"Monday, 2022-05-16","May-16, 22"
1074,2022-05-17,4088.85,32654.59,May 17 2022,"Tuesday, 2022-05-17","May-17, 22"
1075,2022-05-18,3923.68,31490.07,May 18 2022,"Wednesday, 2022-05-18","May-18, 22"
1076,2022-05-19,3900.79,31253.13,May 19 2022,"Thursday, 2022-05-19","May-19, 22"
1077,2022-05-20,3901.36,31261.9,May 20 2022,"Friday, 2022-05-20","May-20, 22"
1078,2022-05-23,3973.75,31880.24,May 23 2022,"Monday, 2022-05-23","May-23, 22"
1079,2022-05-24,3941.48,31928.62,May 24 2022,"Tuesday, 2022-05-24","May-24, 22"
1080,2022-05-25,3978.73,32120.28,May 25 2022,"Wednesday, 2022-05-25","May-25, 22"
1081,2022-05-26,4057.84,32637.19,May 26 2022,"Thursday, 2022-05-26","May-26, 22"
1082,2022-05-27,4158.24,33212.96,May 27 2022,"Friday, 2022-05-27","May-27, 22"
1083,2022-05-30,,,May 30 2022,"Monday, 2022-05-30","May-30, 22"
1084,2022-05-31,4132.15,32990.12,May 31 2022,"Tuesday, 2022-05-31","May-31, 22"
1085,2022-06-01,4101.23,32813.23,June 01 2022,"Wednesday, 2022-06-01","Jun-01, 22"
1086,2022-06-02,4176.82,33248.28,June 02 2022,"Thursday, 2022-06-02","Jun-02, 22"
1087,2022-06-03,4108.54,32899.7,June 03 2022,"Friday, 2022-06-03","Jun-03, 22"
1088,2022-06-06,4121.43,32915.78,June 06 2022,"Monday, 2022-06-06","Jun-06, 22"
1089,2022-06-07,4160.68,33180.14,June 07 2022,"Tuesday, 2022-06-07","Jun-07, 22"
1090,2022-06-08,4115.77,32910.9,June 08 2022,"Wednesday, 2022-06-08","Jun-08, 22"
1091,2022-06-09,4017.82,32272.79,June 09 2022,"Thursday, 2022-06-09","Jun-09, 22"
1092,2022-06-10,3900.86,31392.79,June 10 2022,"Friday, 2022-06-10","Jun-10, 22"
1093,2022-06-13,3749.63,30516.74,June 13 2022,"Monday, 2022-06-13","Jun-13, 22"
1094,2022-06-14,3735.48,30364.83,June 14 2022,"Tuesday, 2022-06-14","Jun-14, 22"
1095,2022-06-15,3789.99,30668.53,June 15 2022,"Wednesday, 2022-06-15","Jun-15, 22"
1096,2022-06-16,3666.77,29927.07,June 16 2022,"Thursday, 2022-06-16","Jun-16, 22"
1097,2022-06-17,3674.84,29888.78,June 17 2022,"Friday, 2022-06-17","Jun-17, 22"
1098,2022-06-20,,,June 20 2022,"Monday, 2022-06-20","Jun-20, 22"
1099,2022-06-21,3764.79,30530.25,June 21 2022,"Tuesday, 2022-06-21","Jun-21, 22"
1100,2022-06-22,3759.89,30483.13,June 22 2022,"Wednesday, 2022-06-22","Jun-22, 22"
1101,2022-06-23,3795.73,30677.36,June 23 2022,"Thursday, 2022-06-23","Jun-23, 22"
1102,2022-06-24,3911.74,31500.68,June 24 2022,"Friday, 2022-06-24","Jun-24, 22"
1103,2022-06-27,3900.11,31438.26,June 27 2022,"Monday, 2022-06-27","Jun-27, 22"
1104,2022-06-28,3821.55,30946.99,June 28 2022,"Tuesday, 2022-06-28","Jun-28, 22"
1105,2022-06-29,3818.83,31029.31,June 29 2022,"Wednesday, 2022-06-29","Jun-29, 22"
1106,2022-06-30,3785.38,30775.43,June 30 2022,"Thursday, 2022-06-30","Jun-30, 22"
1107,2022-07-01,3825.33,31097.26,July 01 2022,"Friday, 2022-07-01","Jul-01, 22"
1108,2022-07-04,,,July 04 2022,"Monday, 2022-07-04","Jul-04, 22"
1109,2022-07-05,3831.39,30967.82,July 05 2022,"Tuesday, 2022-07-05","Jul-05, 22"
1110,2022-07-06,3845.08,31037.68,July 06 2022,"Wednesday, 2022-07-06","Jul-06, 22"
1111,2022-07-07,3902.62,31384.55,July 07 2022,"Thursday, 2022-07-07","Jul-07, 22"
1112,2022-07-08,3899.38,31338.15,July 08 2022,"Friday, 2022-07-08","Jul-08, 22"
1113,2022-07-11,3854.43,31173.84,July 11 2022,"Monday, 2022-07-11","Jul-11, 22"
1114,2022-07-12,3818.8,30981.33,July 12 2022,"Tuesday, 2022-07-12","Jul-12, 22"
1115,2022-07-13,3801.78,30772.79,July 13 2022,"Wednesday, 2022-07-13","Jul-13, 22"
1116,2022-07-14,3790.38,30630.17,July 14 2022,"Thursday, 2022-07-14","Jul-14, 22"
1117,2022-07-15,3863.16,31288.26,July 15 2022,"Friday, 2022-07-15","Jul-15, 22"
1118,2022-07-18,3830.85,31072.61,July 18 2022,"Monday, 2022-07-18","Jul-18, 22"
1119,2022-07-19,3936.69,31827.05,July 19 2022,"Tuesday, 2022-07-19","Jul-19, 22"
1120,2022-07-20,3959.9,31874.84,July 20 2022,"Wednesday, 2022-07-20","Jul-20, 22"
1121,2022-07-21,3998.95,32036.9,July 21 2022,"Thursday, 2022-07-21","Jul-21, 22"
1122,2022-07-22,3961.63,31899.29,July 22 2022,"Friday, 2022-07-22","Jul-22, 22"
1123,2022-07-25,3966.84,31990.04,July 25 2022,"Monday, 2022-07-25","Jul-25, 22"
1124,2022-07-26,3921.05,31761.54,July 26 2022,"Tuesday, 2022-07-26","Jul-26, 22"
1125,2022-07-27,4023.61,32197.59,July 27 2022,"Wednesday, 2022-07-27","Jul-27, 22"
1126,2022-07-28,4072.43,32529.63,July 28 2022,"Thursday, 2022-07-28","Jul-28, 22"
1127,2022-07-29,4130.29,32845.13,July 29 2022,"Friday, 2022-07-29","Jul-29, 22"
1128,2022-08-01,4118.63,32798.4,August 01 2022,"Monday, 2022-08-01","Aug-01, 22"
1129,2022-08-02,4091.19,32396.17,August 02 2022,"Tuesday, 2022-08-02","Aug-02, 22"
1130,2022-08-03,4155.17,32812.5,August 03 2022,"Wednesday, 2022-08-03","Aug-03, 22"
1131,2022-08-04,4151.94,32726.82,August 04 2022,"Thursday, 2022-08-04","Aug-04, 22"
1132,2022-08-05,4145.19,32803.47,August 05 2022,"Friday, 2022-08-05","Aug-05, 22"
1133,2022-08-08,4140.06,32832.54,August 08 2022,"Monday, 2022-08-08","Aug-08, 22"
1134,2022-08-09,4122.47,32774.41,August 09 2022,"Tuesday, 2022-08-09","Aug-09, 22"
1135,2022-08-10,4210.24,33309.51,August 10 2022,"Wednesday, 2022-08-10","Aug-10, 22"
1136,2022-08-11,4207.27,33336.67,August 11 2022,"Thursday, 2022-08-11","Aug-11, 22"
1137,2022-08-12,4280.15,33761.05,August 12 2022,"Friday, 2022-08-12","Aug-12, 22"
1138,2022-08-15,4297.14,33912.44,August 15 2022,"Monday, 2022-08-15","Aug-15, 22"
1139,2022-08-16,4305.2,34152.01,August 16 2022,"Tuesday, 2022-08-16","Aug-16, 22"
1140,2022-08-17,4274.04,33980.32,August 17 2022,"Wednesday, 2022-08-17","Aug-17, 22"
1141,2022-08-18,4283.74,33999.04,August 18 2022,"Thursday, 2022-08-18","Aug-18, 22"
1142,2022-08-19,4228.48,33706.74,August 19 2022,"Friday, 2022-08-19","Aug-19, 22"
1143,2022-08-22,4137.99,33063.61,August 22 2022,"Monday, 2022-08-22","Aug-22, 22"
1144,2022-08-23,4128.73,32909.59,August 23 2022,"Tuesday, 2022-08-23","Aug-23, 22"
1145,2022-08-24,4140.77,32969.23,August 24 2022,"Wednesday, 2022-08-24","Aug-24, 22"
1146,2022-08-25,4199.12,33291.78,August 25 2022,"Thursday, 2022-08-25","Aug-25, 22"
1147,2022-08-26,4057.66,32283.4,August 26 2022,"Friday, 2022-08-26","Aug-26, 22"
1148,2022-08-29,4030.61,32098.99,August 29 2022,"Monday, 2022-08-29","Aug-29, 22"
1149,2022-08-30,3986.16,31790.87,August 30 2022,"Tuesday, 2022-08-30","Aug-30, 22"
1150,2022-08-31,3955.0,31510.43,August 31 2022,"Wednesday, 2022-08-31","Aug-31, 22"
1151,2022-09-01,3966.85,31656.42,September 01 2022,"Thursday, 2022-09-01","Sep-01, 22"
1152,2022-09-02,3924.26,31318.44,September 02 2022,"Friday, 2022-09-02","Sep-02, 22"
1153,2022-09-05,,,September 05 2022,"Monday, 2022-09-05","Sep-05, 22"
1154,2022-09-06,3908.19,31145.3,September 06 2022,"Tuesday, 2022-09-06","Sep-06, 22"
1155,2022-09-07,3979.87,31581.28,September 07 2022,"Wednesday, 2022-09-07","Sep-07, 22"
1156,2022-09-08,4006.18,31774.52,September 08 2022,"Thursday, 2022-09-08","Sep-08, 22"
1157,2022-09-09,4067.36,32151.71,September 09 2022,"Friday, 2022-09-09","Sep-09, 22"
1158,2022-09-12,4110.41,32381.34,September 12 2022,"Monday, 2022-09-12","Sep-12, 22"
